Escn01-01_ev002-003p-0012_R,":script[immediate]
AudioManager.playVoice({'name':'HeroineSex/s-0072-3','volume':ConfigManager['voiceVolume'],'pitch':100,'pan':0});
:end
\n<？？？>じゃが、理由はしっかりと説明してもらうぞ？:page

お稲荷様がエキノコックスに寄生されているかは
未知数だが、まずはお風呂に入るなりしてもらい――:page

可能ならちょっと検査を受けて
もらってからでも遅くはない:page

しかし、お稲荷様は人間の病院に行くべきなのか、
それとも動物病院だろうか…:page

考えるには今日は夜も更けているので、
また明日考える事にしよう――:page"
Escn01-01_ev002-004p-0001_E,":script[immediate]
AudioManager.playVoice({'name':'HeroineSex/s-0073','volume':ConfigManager['voiceVolume'],'pitch':100,'pan':0});
:end
\n<？？？>…っ……っふ…ッ:page

舌に中性的な、しかしどこか塩分を感じる、
不思議な味が広がると同時に
酸っぱい香りが喉を通過していく:page

嫌いじゃない味だ:page

舌を下に沿わせて行くと柔らかいでっぱりに当たる:page

"
Escn01-01_ev002-004p-0002_E,":script[immediate]
AudioManager.playVoice({'name':'HeroineSex/s-0074','volume':ConfigManager['voiceVolume'],'pitch':100,'pan':0});
:end
\n<？？？>ふぅ…っ……っう:page

反応が変わったので、そのままレロレロと
舐めていく:page

れろれろれろれろ……:page

"
Escn01-01_ev002-004p-0003_E,":script[immediate]
AudioManager.playVoice({'name':'HeroineSex/s-0075-1','volume':ConfigManager['voiceVolume'],'pitch':100,'pan':0});
:end
\n<？？？>んっ……っぅく……っ！:page

"
Escn01-01_ev002-004p-0004_E,":script[immediate]
AudioManager.playVoice({'name':'HeroineSex/s-0075-2','volume':ConfigManager['voiceVolume'],'pitch':100,'pan':0});
:end
\n<？？？>っぷぁ……ぁ…っ:page

少しふるふると震えを感じつつも、そのまま続けてみる:page

柔らかいでっぱりは舌で少しながらこじ開ける事ができ、
外気に触れていないであろうことが舌上から伝わってくる:page

"
Escn01-01_ev002-004p-0005_E,":script[immediate]
AudioManager.playVoice({'name':'HeroineSex/s-0076','volume':ConfigManager['voiceVolume'],'pitch':100,'pan':0});
:end
\n<？？？>あぁう…っぁ！？:page

急にまたお尻をよじられてしまったが、
僕の唇は先ほど舌で捕らえたより柔らかい部分を
離さず、その部分はほんの少しだけ伸びる形になる:page

恐らく、これがクリトリスか:page

意外と思っていた部分と違う場所にある事を
頭の中で認識すると、続いて肝心な場所が
自分の鼻頭辺りにある事に気づく:page

その先は、ブラックホール…
宇宙の神秘だ……:page

"
Escn01-01_ev002-004p-0006_E,":script[immediate]
AudioManager.playVoice({'name':'HeroineSex/s-0077-1','volume':ConfigManager['voiceVolume'],'pitch':100,'pan':0});
:end
\n<？？？>ふぅ…んぅんん……
お、お主…舐めるのも大概にせぃ……:page

"
Escn01-01_ev002-004p-0007_E,":script[immediate]
AudioManager.playVoice({'name':'HeroineSex/s-0077-2','volume':ConfigManager['voiceVolume'],'pitch':100,'pan':0});
:end
\n<？？？>は…早ぉ……済ませんか……:page

\n<\v[153]>あ、いや……でも……
ココって、その……もう少し濡らさないと
いけないんじゃ…:page

"
Escn01-01_ev002-004p-0008_E,":script[immediate]
AudioManager.playVoice({'name':'HeroineSex/s-0078-1','volume':ConfigManager['voiceVolume'],'pitch':100,'pan':0});
:end
\n<？？？>はぁ？そんな回りくどいことせずとも
入るもんは入るんじゃ:page

"
Escn01-01_ev002-004p-0009_E,":script[immediate]
AudioManager.playVoice({'name':'HeroineSex/s-0078-2','volume':ConfigManager['voiceVolume'],'pitch':100,'pan':0});
:end
\n<？？？>さっさと入れて、出すもん出して終わらせい:page

\n<\v[153]>じ、じゃあ……それでは……:page

急かされてズボン、下着…と脱いでいき、いきり立った
自分のイチモツが外の空気に触れて生暖かい空気を
醸し出すのを下半身で感じながら手を伸ばし――:page

"
Escn01-01_ev002-005p-0001_E,":script[immediate]
AudioManager.playVoice({'name':'HeroineSex/s-0079','volume':ConfigManager['voiceVolume'],'pitch':100,'pan':0});
:end
\n<？？？>ち、ちょっと待て…っ！
なんじゃ…その……股の間に付いとる棒は！？:page

\n<\v[153]>え…？いやその……チ○……ポですけど……:page

"
Escn01-01_ev002-005p-0002_E,":script[immediate]
AudioManager.playVoice({'name':'HeroineSex/s-0080','volume':ConfigManager['voiceVolume'],'pitch':100,'pan':0});
:end
\n<？？？>まさかその…ソレをワシの中に
入れるのではあるまいな！？:page

\n<\v[153]>いや、入れるんですけど……:page

"
Escn01-01_ev002-005p-0003_E,":script[immediate]
AudioManager.playVoice({'name':'HeroineSex/s-0081-1','volume':ConfigManager['voiceVolume'],'pitch':100,'pan':0});
:end
\n<？？？>たわけ！！そ、そんなデカいもの……っ！:page

"
Escn01-01_ev002-005p-0004_E,":script[immediate]
AudioManager.playVoice({'name':'HeroineSex/s-0081-2','volume':ConfigManager['voiceVolume'],'pitch':100,'pan':0});
:end
\n<？？？>は…入るわけがなかろう…！！:page

\n<\v[153]>でも入れないとまぐわえ……:page

"
Escn01-01_ev002-005p-0005_E,":script[immediate]
AudioManager.playVoice({'name':'HeroineSex/s-0082','volume':ConfigManager['voiceVolume'],'pitch':100,'pan':0});
:end
\n<？？？>～～～～っ…！:page

\n<\v[153]>あ、あの……無理ならやっぱり……:page

"
Escn01-01_ev002-005p-0006_E,":script[immediate]
AudioManager.playVoice({'name':'HeroineSex/s-0083-1','volume':ConfigManager['voiceVolume'],'pitch':100,'pan':0});
:end
\n<？？？>で、できぬとは言っておらぬ！:page

"
Escn01-01_ev002-005p-0007_E,":script[immediate]
AudioManager.playVoice({'name':'HeroineSex/s-0083-2','volume':ConfigManager['voiceVolume'],'pitch':100,'pan':0});
:end
\n<？？？>さっきはその…久しぶりに男子の
イチモツを見たんでな……:page

"
Escn01-01_ev002-005p-0008_E,":script[immediate]
AudioManager.playVoice({'name':'HeroineSex/s-0083-3','volume':ConfigManager['voiceVolume'],'pitch':100,'pan':0});
:end
\n<？？？>ほ…ほれ……お主のイチモツくらい…
受け入れてやる……:page

"
Escn01-01_ev002-005p-0009_E,":script[immediate]
AudioManager.playVoice({'name':'HeroineSex/s-0083-4','volume':ConfigManager['voiceVolume'],'pitch':100,'pan':0});
:end
\n<？？？>だ、だから……早く入れろ……:page

\n<\v[153]>あ、改めて……:page

片手をお稲荷様のお尻に添え、
もう片方は自分のイチモツをコントロールすべく、
構える:page

そのまま膝歩きをしながら腰を前に持っていき、
突き出すようにしてみるが――:page

ぐいぃ…:page

っぽん:page

"
Escn01-01_ev002-005p-0010_E,":script[immediate]
AudioManager.playVoice({'name':'HeroineSex/s-0084','volume':ConfigManager['voiceVolume'],'pitch':100,'pan':0});
:end
\n<？？？>…ぅ……っく:page

個人的には少し濡れ具合が足りないようだが、
感覚的には割れ目を逸れた後に窪みも
飛び越えた気がするので、:page

目的の位置はもう少し上の方だろう:page

修正地点を頭で思い浮かべながら
もう一度腰を引いて、亀頭を割れ目に逸らし、
少し割れ目が広がったと感じた部分目掛けて――:page

\n<\v[153]>あの…折角、万全の状態のところ、
大変申し訳ないのですが……:page

"
Escn01-01_ev002-005p-0011_E,":script[immediate]
AudioManager.playVoice({'name':'HeroineSex/s-0085','volume':ConfigManager['voiceVolume'],'pitch':100,'pan':0});
:end
\n<？？？>な、何…！？:page

\n<\v[153]>もう少しその～……
お尻…ゲフン、腰を落としてもらえると～……:page

"
Escn01-01_ev002-005p-0012_E,":script[immediate]
AudioManager.playVoice({'name':'HeroineSex/s-0086','volume':ConfigManager['voiceVolume'],'pitch':100,'pan':0});
:end
\n<？？？>………………っ:page"
Escn01-01_ev002-006p-0001_E,"

お稲荷様の脚が僕よりも長いので、
お尻を突き出して準備してもらっているのはいいものの、
僕が膝をついたままドッキングするには少々高さがあった:page

お稲荷様は何も言わずに膝を動かし、
股をやや広げて腰の位置を下げてくれる:page

お、これならいい感じの高さ……:page

"
Escn01-01_ev002-007p-0001_E,":script[immediate]
AudioManager.playVoice({'name':'HeroineSex/s-0087','volume':ConfigManager['voiceVolume'],'pitch':100,'pan':0});
:end
\n<？？？>っ……ぅおぉあ……ぅ…っ:page

ぐぐぐ…と押し広げながら生暖かいものを
陰茎に感じるぞ…！:page

ようやく先の方が入った感じだが、
先はまだありそうだ:page

やや肉と肉がこすれ合うような抵抗感を
感じつつも、肉の摩擦はじわりじわりと
無くなっていき、:page

だんだん陰茎の形にフィットしようとするのが
伝わってくるのを感じつつ、:page

更に奥を目指そうとすると――:page

"
Escn01-01_ev002-007p-0002_E,":script[immediate]
AudioManager.playVoice({'name':'HeroineSex/s-0088','volume':ConfigManager['voiceVolume'],'pitch':100,'pan':0});
:end
\n<？？？>くっ…はぁ……ぁぁぁああ～～～……:page

どうやら合体成功したようだ:page

ほんの少しだが、自分の腰の動きと
お稲荷様の腰の動きが完全に同期しているのを
感じるぞ:page

\n<\v[153]>こ…これが……せ…ッックス…:page

"
Escn01-01_ev002-008p-0001_E,":script[immediate]
AudioManager.playVoice({'name':'HeroineSex/s-0089-1','volume':ConfigManager['voiceVolume'],'pitch':100,'pan':0});
:end
\n<？？？>はぁ……はぁ…ぁ
ほ、ほれ……さっさと動かんか…:page

"
Escn01-01_ev002-008p-0002_E,":script[immediate]
AudioManager.playVoice({'name':'HeroineSex/s-0089-2','volume':ConfigManager['voiceVolume'],'pitch':100,'pan':0});
:end
\n<？？？>…んぐぅ……っぷ:page

"
Escn01-01_ev002-008p-0003_E,":script[immediate]
AudioManager.playVoice({'name':'HeroineSex/s-0089-3','volume':ConfigManager['voiceVolume'],'pitch':100,'pan':0});
:end
\n<？？？>か…っ……長く続けるもんでも……ないっじゃろ…:page

促されるままに腰を後ろに退く:page

"
Escn01-01_ev002-009p-0001_E,":script[immediate]
AudioManager.playVoice({'name':'HeroineSex/s-0090','volume':ConfigManager['voiceVolume'],'pitch':100,'pan':0});
:end
\n<？？？>あ・あ・あ・あ……ぁぁ？？:page

少し抵抗を受けながら、自分のイチモツは
お稲荷様の肉壁をほんの少しひっぱり、
その全貌の半分ほどを外気にさらす:page

引っ張られて少し裏返ったお稲荷様の肉壁は
僕の動作が終わると直ちに裏返った部分を
内側へうねりながら元に戻ろうとする:page

その動作が終わり切らない内に
再び腰を前に突き出す:page

"
Escn01-01_ev002-009p-0002_E,":script[immediate]
AudioManager.playVoice({'name':'HeroineSex/s-0091','volume':ConfigManager['voiceVolume'],'pitch':100,'pan':0});
:end
\n<？？？>…はぁ…っ！？:page

腰を後ろに退き――:page

再び腰を前に突き出す――:page

退いて――:page

ぬち…っぬちゃ……っ
ぬちゃ…っぬち………っ:page

ぬち…ぬち…ぬち…
ぬちゃ…ぬちゃ…ぬちゃ…ぬちゃ………:page

こちらも息を上げながら体を前後させていく内に
だんだんと動きが一定のリズムを刻みだす:page

お稲荷様からは動きに同期したため息とも
喘ぎ声ともつかない音が漏れ聞こえ――:page

少ないながら潤いを含んだ鈍い肉と肉がぶつかる音が
部屋にこだましていく:page

"
Escn01-01_ev002-009p-0003_E,":script[immediate]
AudioManager.playVoice({'name':'HeroineSex/s-0092','volume':ConfigManager['voiceVolume'],'pitch':100,'pan':0});
:end
\n<？？？>ぅぅぅ…～～～ぅ～～ぁ～～～あ～～あ～～…:page

くっちゃ…ぱ……ぱち……ぱち……ぱちん
じゅぽ……っ……ぽぐぅ……ちゅぽ……:page

激しく動かすとそのままイッてしまいそうなので、
ストロークは長く、スピードは控えめにしている
つもりなのだが、:page

本能が制御しようとする意志を無視して
ペースを上げようとする:page

次第に湿り気の少なかったはずの音が
先ほどから明らかな液体を伴った音に
変わっているのに気づく:page

ぺち…ぺち…ぺち…ぺち…ぺち…:page

陰茎は完全に濡れた状態になり、
玉袋の方に当たる風もさっきから一気に
温度が下がったように感じる:page

お稲荷様はただひたすら歯を食いしばって
両手で布団を強く握り、:page

まるで小さい子が泣いているような声を
あうあうと静かに漏らしていた:page

………………
…………
……:page

退いては前進し――:page

………………
…………
……:page

ただ、本能のままに――:page

………………
…………
……:page

腰を振る:page

………………
…………
……:page

こちらの上がった息が目に見えて息を切らしているのに
変わった頃になると、お稲荷様は体の力が抜けた様に
胸から上の部分を布団にだらんと突っ伏していた:page

お稲荷様は僕よりも頭一つ分ほど大きいので、
顔を伺おうとしても大きい下半身がそれを
拒んでよくわからない:page

ただ、ひゅうひゅうという声が聞こえてくるのと、
布団を掴んでいた両手がだらしなく
その場に横たわっていた――:page

"
Escn01-01_ev002-010p-0001_E,"――と、突如下半身に激動が走り、
ため込んでいたマグマが一気に噴火する:page

"
Escn01-01_ev002-010p-0002_E,":script[immediate]
AudioManager.playVoice({'name':'HeroineSex/s-0093','volume':ConfigManager['voiceVolume'],'pitch':100,'pan':0});
:end
\n<？？？>…っ…がぁ……っうっくぷ……:page

どくん
どくん
どくん……:page

\n<\v[153]>…っぷ……:page

お稲荷様のお尻をがっつりと両手で鷲掴みにし、
腰を密着させ、最後の一滴まで注ぎ込もうと
体はこれ以上進めないにもかかわらず、前進しようとする:page

\n<\v[153]>はぁはぁはぁ……:page

最後の一滴すら惜しみなく中に出し切った感覚が
陰茎全体に伝わった途端、:page

陰茎は先ほどまでの勢いを急に失い、
ぬるぬるとその形を柔らかくしていく:page

"
Escn01-01_ev002-010p-0003_E,":script[immediate]
AudioManager.playVoice({'name':'HeroineSex/s-0094','volume':ConfigManager['voiceVolume'],'pitch':100,'pan':0});
:end
\n<？？？>お……終わった…かぁああ……:page

こちらもお稲荷様のお尻にしがみつくような形で
膝立ちをしている状態:page

気を抜ききってしまうと
そのまま後ろに倒れ込んでしまいそうなくらい
疲労感が広がっていく:page

陰茎が段々としぼんでいく最中も
こすれ続けるお稲荷様の肉壁が
ぞわぞわぞわと挑発気味に陰茎全体を撫でていく:page

"
Escn01-01_ev002-011p-0001_E,"ぷちゅく……:page

お稲荷様の女性器が僕の陰茎を全て吐き出し、
続いて少しだけ空気を吸う音が生々しく響く――:page

"
Escn01-01_ev002-012p-0001_E,"ぽた……:page

耳をそばだてないと聞こえないくらいの、
\r[幽,かす]かな音がこだまする:page

お稲荷様の胎内から逆流してきたものが
粘度を伴って引力に従い、滴り落ちていた:page

ぽた…ぽたた……:page

"
Escn01-01_ev002-013p-0001_E,"――と同時に、お稲荷様の腰が布団に落ちる:page

腰の高さの差が幾分かあったせいで、
お稲荷様はずっと中途半端な位置に
腰を突き出していたせいか、力なく大股開きになっていた:page

"
Escn01-01_ev002-013p-0002_E,":script[immediate]
AudioManager.playVoice({'name':'HeroineSex/s-0095','volume':ConfigManager['voiceVolume'],'pitch':100,'pan':0});
:end
\n<？？？>あ…あづぃ……:page

先ほど吸い込んだ空気を含んでいるせいか、
お稲荷様の中に吐き出した――自分の精液――が
少し泡を吹きながら女性器から漏れ出ている:page"
Escn01-01_ev002-013p-0003_E,":script[immediate]
AudioManager.playVoice({'name':'HeroineSex/s-0096-1','volume':ConfigManager['voiceVolume'],'pitch':100,'pan':0});
:end
\n<？？？>これれ……２つめろ願いはぁ……
か、叶えらろ……:page

"
Escn01-01_ev002-013p-0004_E,":script[immediate]
AudioManager.playVoice({'name':'HeroineSex/s-0096-2','volume':ConfigManager['voiceVolume'],'pitch':100,'pan':0});
:end
\n<？？？>ちゅぎわなんりゃ……？:page

\n<\v[153]>………………
…………
……:page

僕の次の願いは――:page

………………
…………
……:page

"
Escn01-01_ev002-014p-0001_E,"僕の次の願い:page

それはお稲荷様と毎日セックスする事:page

あんなに気持ちい事を理想のビジュアルの女性と
毎日する:page

これ以上の事はないだろう:page

………………
…………
……:page

しかし、その幸福も長くは続かなかった:page

毎日のようにお稲荷様とセックスをしていたが、
ある日突然、体に激痛が走り、
僕はそのまま入院する事になってしまった……:page

検査したところ、体中に複数の寄生虫が原因の
症状が合併して発症している事が判明:page

中でも一番キツかったのがエキノコックス症:page

寄生虫がいるから、と念の為検査をした所、
少ないながら肝臓に寄生しているのが運よく見つかり、
手術で摘出する事に:page

幸い、これだけで済んだが、
普通なら外的症状が出たころには手術では
取り除けない程に数が増え、手遅れになる事が多いらしい:page

僕はまだ運がよかった:page

お稲荷様とのセックス三昧な日々は突然終わりを告げ、
僕もそのまましばらく入院生活を
続ける事になったのだった:page"
Escn01-02_ev006-001p-0001_C,"寝室には布団が一枚敷かれている:page

ついに、ついに……！:page

"
Escn01-02_ev006-001p-0002_C,":script[immediate]
AudioManager.playVoice({'name':'HeroineSex/c-0017','volume':ConfigManager['voiceVolume'],'pitch':100,'pan':0});
:end
\n<\v[152]>お、おまたせ……:page

待っておりました…！――:page

――とはいえ、いつもと同じほぼ全裸な格好……:page

匂いが気になるから――という事で
念の為にシャワーを浴びてきたらしい:page

こちらはパンツ一丁で正座待機:page

"
Escn01-02_ev006-001p-0003_C,":script[immediate]
AudioManager.playVoice({'name':'HeroineSex/c-0018','volume':ConfigManager['voiceVolume'],'pitch':100,'pan':0});
:end
\n<\v[152]>……そんなにかしこまって待ってられるとなぁ……:page

いつもの余裕はどこにいったのやら:page

\v[152]さんは物凄く恥ずかしい様子だ:page

ホント、今日お医者さんから電話をもらうまでは
僕が手を出せないのが分かっていて
これ見よがしにセックスアピールをしてきたというのに…:page

\n<\v[153]>いやその…やっぱりこういうのって
ちゃんとしておかないと、と思いまして……:page

"
Escn01-02_ev006-001p-0004_C,":script[immediate]
AudioManager.playVoice({'name':'HeroineSex/c-0019','volume':ConfigManager['voiceVolume'],'pitch':100,'pan':0});
:end
\n<\v[152]>…あーはいはい、\v[154]ってそういう奴でした:page

どっこいしょ、と僕の前に正座して向き合う
\v[152]さん:page

"
Escn01-02_ev006-001p-0005_C,":script[immediate]
AudioManager.playVoice({'name':'HeroineSex/c-0020','volume':ConfigManager['voiceVolume'],'pitch':100,'pan':0});
:end
\n<\v[152]>そ、それじゃあ……その……いいよ……:page

\n<\v[153]>え…？:page

"
Escn01-02_ev006-001p-0006_C,":script[immediate]
AudioManager.playVoice({'name':'HeroineSex/c-0021','volume':ConfigManager['voiceVolume'],'pitch':100,'pan':0});
:end
\n<\v[152]>だから！…さ、さわるとか…揉むとか……:page

\n<\v[153]>は、はい…:page

おそるおそるおっぱいに手を伸ばす:page

"
Escn01-02_ev006-001p-0007_C,":script[immediate]
AudioManager.playVoice({'name':'HeroineSex/c-0022','volume':ConfigManager['voiceVolume'],'pitch':100,'pan':0});
:end
\n<\v[152]>んっ:page

ひんやりしたかと思うと、途端に体温の温かさが
手のひらに広がり、真ん中当たりに柔らかい突起が
あるのがまさに手に取るように分かる:page

"
Escn01-02_ev006-001p-0008_C,":script[immediate]
AudioManager.playVoice({'name':'HeroineSex/c-0023','volume':ConfigManager['voiceVolume'],'pitch':100,'pan':0});
:end
\n<\v[152]>あ…あのさ……やっぱり最初は……
口が……いいかな……:page

促されて、今度は顔を近づけていく――:page

"
Escn01-02_ev006-002p-0001_C,":script[immediate]
AudioManager.playVoice({'name':'HeroineSex/c-0024','volume':ConfigManager['voiceVolume'],'pitch':100,'pan':0});
:end
\n<\v[152]>ん…っ……ふ……ぅ:page

ちゅ……ぷ:page

"
Escn01-02_ev006-002p-0002_C,":script[immediate]
AudioManager.playVoice({'name':'HeroineSex/c-0025','volume':ConfigManager['voiceVolume'],'pitch':100,'pan':0});
:end
\n<\v[152]>ぷ…ぁ……ぁ……っは……ぅ……っく……:page

"
Escn01-02_ev006-002p-0003_C,"恐る恐る自分の舌を\v[152]さんの唇にあてがうと
すんなりと広がり、柔らかいものに先端が当たると
ぬるりとうごめくものが少しだけ奥に引っ込む:page

追いかけるように舌を奥に滑り込ませると
ほんのわずかに震えている\v[152]さんの舌が
優しく迎え入れてくれた:page

こちらが少しつつくと、逃げるようにしながらも
向こうはゆっくりと円を描くように
僕の舌を舐めまわす:page

こちらも舐めまわそうとすると
今度はそれを待っていたかのように
\v[152]さんの舌はその身をされるがままになる:page

"
Escn01-02_ev006-002p-0004_C,"時々、呼吸している事を思い出して
短く息を吸うが、お互いの口をお互いの口で
封じ合っているので、鼻での呼吸になる:page

\v[152]さんは意図してるわけじゃないんだろうけど
時たま漏れ出てくる吐息や
ビクリとしたときに出てくる声が艶っぽくて……:page

僕のチ○ポはその度にビクリビクリと
強く脈打ち、早く早くと下半身を促す:page

"
Escn01-02_ev006-003p-0001_C,":script[immediate]
AudioManager.playVoice({'name':'HeroineSex/c-0026','volume':ConfigManager['voiceVolume'],'pitch':100,'pan':0});
:end
\n<\v[152]>んぅ…？！:page

両手が手持ち無沙汰になっていたのを
本能が突き動かして、重力で引っ張られた
\v[152]さんのおっぱいを下から支えるように持ち上げる:page

物凄く柔らかいお餅のような、スライムのような…:page

それでいて、肉感を感じるからおっぱいは不思議だ:page

唇を重ねつつ、両手でおっぱいをさわさわ…と
尖り、垂れ下がった方に向かって
優しく絞るように沿わせつつ、揉んでみる:page

"
Escn01-02_ev006-004p-0001_C,":script[immediate]
AudioManager.playVoice({'name':'HeroineSex/c-0027-1','volume':ConfigManager['voiceVolume'],'pitch':100,'pan':0});
:end
\n<\v[152]>んぶ…ぅぷ……お…おっぱいだけで……
いい……の……？:page

"
Escn01-02_ev006-004p-0002_C,":script[immediate]
AudioManager.playVoice({'name':'HeroineSex/c-0027-2','volume':ConfigManager['voiceVolume'],'pitch':100,'pan':0});
:end
\n<\v[152]>他にも…んぅ…ん……もっ…と……ぉう…ふ……
ぷはぁっ……触って:page

利き手におっぱいの相手をさせるのをやめ、
\v[152]さんの体温で暖められたと思しき、
空間を進みながら下の草原を目指そうとする――:page

――が:page

"
